0,0,0
0.00497512,0.0494942,0.0494839
0.00995025,0.0983753,0.0983548
0.0149254,0.146528,0.146497
0.0199005,0.193839,0.193799
0.0248756,0.240199,0.24015
0.0298507,0.285503,0.285445
0.0348259,0.329648,0.329581
0.039801,0.372536,0.372461
0.0447761,0.414073,0.41399
0.0497512,0.454169,0.454079
0.0547264,0.492739,0.492641
0.0597015,0.5297,0.529596
0.0646766,0.564979,0.564868
0.0696517,0.598503,0.598386
0.0746269,0.630206,0.630084
0.079602,0.660028,0.659901
0.0845771,0.687914,0.687781
0.0895522,0.713812,0.713675
0.0945274,0.737679,0.737538
0.0995025,0.759474,0.75933
0.104478,0.779165,0.779018
0.109453,0.796723,0.796574
0.114428,0.812125,0.811975
0.119403,0.825356,0.825204
0.124378,0.836402,0.836249
0.129353,0.845259,0.845106
0.134328,0.851926,0.851773
0.139303,0.856408,0.856255
0.144279,0.858716,0.858564
0.149254,0.858865,0.858714
0.154229,0.856877,0.856728
0.159204,0.852777,0.85263
0.164179,0.846597,0.846452
0.169154,0.838373,0.838231
0.174129,0.828144,0.828006
0.179104,0.815958,0.815823
0.18408,0.801863,0.801732
0.189055,0.785913,0.785786
0.19403,0.768166,0.768044
0.199005,0.748684,0.748568
0.20398,0.727534,0.727422
0.208955,0.704783,0.704677
0.21393,0.680504,0.680404
0.218905,0.654774,0.65468
0.223881,0.62767,0.627582
0.228856,0.599273,0.599192
0.233831,0.569667,0.569592
0.238806,0.538937,0.538869
0.243781,0.507171,0.50711
0.248756,0.474458,0.474404
0.253731,0.440889,0.440843
0.258706,0.406556,0.406517
0.263682,0.371551,0.37152
0.268657,0.335969,0.335945
0.273632,0.299904,0.299887
0.278607,0.26345,0.26344
0.283582,0.226702,0.226699
0.288557,0.189753,0.189758
0.293532,0.152699,0.152711
0.298507,0.115631,0.115651
0.303483,0.0786434,0.0786701
0.308458,0.041826,0.0418597
0.313433,0.00526907,0.00530967
0.318408,-0.0309391,-0.0308917
0.323383,-0.0667118,-0.0666578
0.328358,-0.101964,-0.101904
0.333333,-0.136614,-0.136548
