0,0,0
0.00497512,0.00781484,0.00781483
0.00995025,0.0156292,0.0156292
0.0149254,0.0234426,0.0234426
0.0199005,0.0312546,0.0312545
0.0248756,0.0390647,0.0390646
0.0298507,0.0468723,0.0468723
0.0348259,0.0546772,0.0546771
0.039801,0.0624787,0.0624785
0.0447761,0.0702763,0.0702762
0.0497512,0.0780697,0.0780695
0.0547264,0.0858583,0.0858581
0.0597015,0.0936417,0.0936415
0.0646766,0.101419,0.101419
0.0696517,0.109191,0.109191
0.0746269,0.116956,0.116955
0.079602,0.124713,0.124713
0.0845771,0.132463,0.132463
0.0895522,0.140205,0.140205
0.0945274,0.147938,0.147938
0.0995025,0.155663,0.155663
0.104478,0.163378,0.163377
0.109453,0.171083,0.171082
0.114428,0.178777,0.178777
0.119403,0.18646,0.18646
0.124378,0.194132,0.194132
0.129353,0.201793,0.201792
0.134328,0.209441,0.20944
0.139303,0.217076,0.217075
0.144279,0.224698,0.224697
0.149254,0.232306,0.232305
0.154229,0.2399,0.239899
0.159204,0.247479,0.247479
0.164179,0.255043,0.255043
0.169154,0.262592,0.262591
0.174129,0.270124,0.270124
0.179104,0.277641,0.27764
0.18408,0.28514,0.285139
0.189055,0.292621,0.292621
0.19403,0.300085,0.300085
0.199005,0.307531,0.30753
0.20398,0.314957,0.314957
0.208955,0.322365,0.322364
0.21393,0.329753,0.329752
0.218905,0.33712,0.33712
0.223881,0.344467,0.344467
0.228856,0.351794,0.351793
0.233831,0.359098,0.359097
0.238806,0.366381,0.36638
0.243781,0.373641,0.37364
0.248756,0.380878,0.380878
0.253731,0.388093,0.388092
0.258706,0.395283,0.395282
0.263682,0.402449,0.402449
0.268657,0.409591,0.40959
0.273632,0.416708,0.416707
0.278607,0.423799,0.423798
0.283582,0.430864,0.430864
0.288557,0.437904,0.437903
0.293532,0.444916,0.444915
0.298507,0.451901,0.4519
0.303483,0.458859,0.458858
0.308458,0.465788,0.465787
0.313433,0.472689,0.472689
0.318408,0.479562,0.479561
0.323383,0.486404,0.486404
0.328358,0.493218,0.493217
0.333333,0.500001,0.5
0.338308,0.506753,0.506753
0.343284,0.513475,0.513474
0.348259,0.520165,0.520164
0.353234,0.526824,0.526823
0.358209,0.53345,0.533449
0.363184,0.540044,0.540043
0.368159,0.546605,0.546604
0.373134,0.553132,0.553131
0.378109,0.559626,0.559625
0.383085,0.566085,0.566084
0.38806,0.57251,0.572509
0.393035,0.5789,0.578899
0.39801,0.585254,0.585253
0.402985,0.591573,0.591572
0.40796,0.597856,0.597855
0.412935,0.604102,0.604101
0.41791,0.610311,0.61031
0.422886,0.616483,0.616482
0.427861,0.622618,0.622617
0.432836,0.628714,0.628713
0.437811,0.634772,0.634771
0.442786,0.640791,0.64079
0.447761,0.646771,0.64677
0.452736,0.652711,0.65271
0.457711,0.658612,0.658611
0.462687,0.664473,0.664471
0.467662,0.670292,0.670291
0.472637,0.676071,0.67607
0.477612,0.681809,0.681808
0.482587,0.687505,0.687504
0.487562,0.693159,0.693158
0.492537,0.69877,0.698769
0.497512,0.704339,0.704338
0.502488,0.709865,0.709864
0.507463,0.715348,0.715347
0.512438,0.720787,0.720786
0.517413,0.726182,0.726181
0.522388,0.731532,0.731531
0.527363,0.736838,0.736837
0.532338,0.742099,0.742098
0.537313,0.747315,0.747314
0.542289,0.752485,0.752484
0.547264,0.757609,0.757607
0.552239,0.762686,0.762685
0.557214,0.767717,0.767716
0.562189,0.772702,0.772701
0.567164,0.777639,0.777638
0.572139,0.782528,0.782527
0.577114,0.78737,0.787369
0.58209,0.792164,0.792162
0.587065,0.796909,0.796908
0.59204,0.801605,0.801604
0.597015,0.806253,0.806252
0.60199,0.810851,0.81085
0.606965,0.8154,0.815399
0.61194,0.819899,0.819898
0.616915,0.824349,0.824347
0.621891,0.828747,0.828746
0.626866,0.833095,0.833094
0.631841,0.837392,0.837391
0.636816,0.841638,0.841637
0.641791,0.845833,0.845832
0.646766,0.849976,0.849975
0.651741,0.854067,0.854066
0.656716,0.858106,0.858105
0.661692,0.862093,0.862092
0.666667,0.866026,0.866025
0.671642,0.869907,0.869906
0.676617,0.873735,0.873734
0.681592,0.87751,0.877509
0.686567,0.881231,0.88123
0.691542,0.884898,0.884897
0.696517,0.888511,0.88851
0.701493,0.892069,0.892068
0.706468,0.895574,0.895573
0.711443,0.899023,0.899022
0.716418,0.902418,0.902417
0.721393,0.905758,0.905757
0.726368,0.909042,0.909041
0.731343,0.91227,0.91227
0.736318,0.915443,0.915443
0.741294,0.918561,0.91856
0.746269,0.921622,0.921621
0.751244,0.924626,0.924625
0.756219,0.927575,0.927574
0.761194,0.930466,0.930465
0.766169,0.933301,0.9333
0.771144,0.936079,0.936078
0.776119,0.938799,0.938798
0.781095,0.941463,0.941462
0.78607,0.944068,0.944068
0.791045,0.946616,0.946616
0.79602,0.949107,0.949106
0.800995,0.951539,0.951538
0.80597,0.953913,0.953913
0.810945,0.956229,0.956229
0.81592,0.958487,0.958486
0.820896,0.960686,0.960685
0.825871,0.962826,0.962826
0.830846,0.964908,0.964907
0.835821,0.96693,0.96693
0.840796,0.968894,0.968893
0.845771,0.970798,0.970798
0.850746,0.972644,0.972643
0.855721,0.974429,0.974429
0.860697,0.976155,0.976155
0.865672,0.977822,0.977821
0.870647,0.979429,0.979428
0.875622,0.980976,0.980975
0.880597,0.982463,0.982463
0.885572,0.98389,0.98389
0.890547,0.985257,0.985257
0.895522,0.986564,0.986564
0.900498,0.987811,0.98781
0.905473,0.988997,0.988997
0.910448,0.990123,0.990123
0.915423,0.991188,0.991188
0.920398,0.992193,0.992193
0.925373,0.993138,0.993137
0.930348,0.994021,0.994021
0.935323,0.994844,0.994844
0.940299,0.995606,0.995606
0.945274,0.996308,0.996307
0.950249,0.996948,0.996948
0.955224,0.997528,0.997528
0.960199,0.998047,0.998046
0.965174,0.998504,0.998504
0.970149,0.998901,0.998901
0.975124,0.999237,0.999237
0.9801,0.999512,0.999511
0.985075,0.999725,0.999725
0.99005,0.999878,0.999878
0.995025,0.999969,0.999969
1,1,1
